model_name	model	status	start_time	end_time	seconds	log_file
gpt-oss_4500_complexity_stratified_maxlen2048	lr	OK	2026-05-27T19:18:15-05:00	2026-05-27T19:18:41-05:00	26	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_lr_20260527_191815.log
gpt-oss_4500_complexity_stratified_maxlen2048	svm	OK	2026-05-27T19:18:41-05:00	2026-05-27T19:20:34-05:00	113	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_svm_20260527_191841.log
gpt-oss_4500_complexity_stratified_maxlen2048	mlp	OK	2026-05-27T19:20:34-05:00	2026-05-27T19:25:21-05:00	287	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_mlp_20260527_192034.log
gpt-oss_4500_complexity_stratified_maxlen2048	rf	OK	2026-05-27T19:25:21-05:00	2026-05-27T19:27:03-05:00	102	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_rf_20260527_192521.log
gpt-oss_4500_complexity_stratified_maxlen2048	gb	OK	2026-05-27T19:27:03-05:00	2026-05-27T20:02:17-05:00	2114	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_gb_20260527_192703.log
gpt-oss_4500_complexity_stratified_maxlen2048	knn	OK	2026-05-27T20:02:17-05:00	2026-05-27T20:02:23-05:00	6	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_knn_20260527_200217.log
gpt-oss_4500_complexity_stratified_maxlen2048	dt	OK	2026-05-27T20:02:23-05:00	2026-05-27T20:02:44-05:00	21	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_dt_20260527_200223.log
gpt-oss_4500_complexity_stratified_maxlen2048	et	OK	2026-05-27T20:02:44-05:00	2026-05-27T20:10:42-05:00	478	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_et_20260527_200244.log
gpt-oss_4500_complexity_stratified_maxlen2048	ada	OK	2026-05-27T20:10:42-05:00	2026-05-27T20:20:03-05:00	561	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_ada_20260527_201042.log
gpt-oss_4500_complexity_stratified_maxlen2048	hgb	OK	2026-05-27T20:20:03-05:00	2026-05-27T20:23:28-05:00	205	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_hgb_20260527_202003.log
gpt-oss_4500_complexity_stratified_maxlen2048	xgb	FAIL	2026-05-27T20:23:28-05:00	2026-05-27T20:23:29-05:00	1	/home/user1-system11/project-workspace/ai_detector/src/logs/rq2d_codesearchnet_gpt-oss_4500_complexity_stratified_maxlen2048_allmodels_20260527_191815/run4_gpt-oss_4500_complexity_stratified_maxlen2048_xgb_20260527_202328.log
