idx,code,label
159,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> eat(int number, int need, int remaining) {
        int totalEatenCarrots = number + Math.min(need, remaining);
        int leftCarrots = Math.max(remaining - need, 0);
        List<Integer> result = new ArrayList<>();
        result.add(totalEatenCarrots);
        result.add(leftCarrots);
        return result;
    }
}",lm
99,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Create a function that takes a value (string) representing a number
    and returns the closest integer to it. If the number is equidistant
    from two integers, round it away from zero.

    Examples
    >>> closest_integer(""10"")
    10
    >>> closest_integer(""15.3"")
    15

    Note:
    Rounding away from zero means that if the given number is equidistant
    from two integers, the one you should return is the one that is the
    farthest from zero. For example closest_integer(""14.5"") should
    return 15 and closest_integer(""-14.5"") should return -15.
     */
    public int closest_integer(String value) {
        double num = Double.parseDouble(value);
        int floor = (int) Math.floor(num);
        int ceil = (int) Math.ceil(num);
        double diff1 = Math.abs(num - floor);
        double diff2 = Math.abs(num - ceil);
        return diff1 > diff2 ? ceil : floor;
    }
}",lm
130,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> tri(int n) {
        if (n < 0) {
            throw new IllegalArgumentException(""n cannot be a negative number"");
        }
        List<Integer> tribo = new ArrayList<>();
        for (int i = 0; i <= n; i++) {
            if (i < 3) {
                if (i == 0) {
                    tribo.add(1);
                } else {
                    tribo.add(3);
                }
            } else {
                if (i % 2 == 0) {
                    tribo.add(1 + i / 2);
                } else {
                    tribo.add(tribo.get(i - 1) + tribo.get(i - 2) + tribo.get(i + 1));
                }
            }
        }
        return tribo;
    }
}",lm
70,"import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> strangeSortList(List<Integer> lst) {
        List<Integer> res = new ArrayList<>();
        boolean _switch = true;
        List<Integer> l = new ArrayList<>(lst);
        while (l.size() != 0) {
            if (_switch) {
                res.add(Collections.min(l));
            } else {
                res.add(Collections.max(l));
            }
            l.remove(res.get(res.size() - 1));
            _switch = !_switch;
        }
        return res;
    }
}",human
89,"import java.util.*;
import java.lang.*;

class Solution {
    public String encrypt(String s) {
        StringBuilder sb = new StringBuilder();
        for (char c : s.toCharArray()) {
            if (Character.isLetter(c)) {
                sb.append((char) ('a' + (c - 'a' + 2 * 2) % 26));
            } else {
                sb.append(c);
            }
        }
        return sb.toString();
    }
}",human
132,"import java.util.*;
import java.lang.*;

class Solution {
    public boolean isNested(String string) {
        if (string == null || string.length() == 0) {
            return false;
        }

        Stack<Character> stack = new Stack<>();
        for (char c : string.toCharArray()) {
            if (c == '[') {
                stack.push(c);
            } else if (c == ']') {
                if (stack.isEmpty()) {
                    return false;
                }
                stack.pop();
            }
        }

        return stack.isEmpty();
    }
}",lm
64,"import java.util.*;
import java.lang.*;

class Solution {
    public int vowelsCount(String s) {
        s = s.toLowerCase(); // Convert the string to lowercase
        int vowelCount = 0; // Initialize vowel counter
        for (char c : s.toCharArray()) {
            if (c == 'a' || c == 'e' || c == 'i' || c == 'o' || c == 'u') {
                vowelCount++; // Increment vowel counter if c is a vowel
            } else if (c == 'y' && s.indexOf(c) == s.length() - 1) {
                vowelCount++; // Increment vowel counter if c is 'y' at the end of the string
            }
        }
        return vowelCount; // Return vowel counter
    }
}",lm
4,"import java.util.*;
import java.lang.*;

class Solution {
    public double meanAbsoluteDeviation(List<Double> numbers) {
        double sum = 0;
        double mean = 0;
        for (double num : numbers) {
            sum += num;
        }
        mean = sum / numbers.size();
        sum = 0;
        for (double num: numbers) {
            sum += Math.abs(num - mean);
        }
        return sum / numbers.size();
    }
}",lm
94,"import java.util.*;
import java.lang.*;

class Solution {
    public int skjkasdkd(List<Integer> lst) {
        int maxPrime = 0;
        for (Integer num : lst) {
            if (isPrime(num) && num > maxPrime) {
                maxPrime = num;
            }
        }
        int sum = 0;
        while (maxPrime > 0) {
            sum += maxPrime % 10;
            maxPrime /= 10;
        }
        return sum;
    }

    private boolean isPrime(int num) {
        if (num == 1) {
            return false;
        }
        if (num == 2) {
            return true;
        }
        if (num % 2 == 0) {
            return false;
        }
        for (int i = 3; i <= Math.sqrt(num); i += 2) {
            if (num % i == 0) {
                return false;
            }
        }
        return true;
    }
}",lm
124,"import java.util.*;
import java.lang.*;

class Solution {
    public boolean validDate(String date) {
        try {
            date = date.strip();
            String[] dates = date.split(""-"" );
            String m = dates[0];
            while (!m.isEmpty() && m.charAt(0) == '0') {
                m = m.substring(1);
            }
            String d = dates[1];
            while (!d.isEmpty() && d.charAt(0) == '0') {
                d = d.substring(1);
            }
            String y = dates[2];
            while (!y.isEmpty() && y.charAt(0) == '0') {
                y = y.substring(1);
            }
            int month = Integer.parseInt(m), day = Integer.parseInt(d), year = Integer.parseInt(y);
            if (month < 1 || month > 12) {
                return false;
            }
            if (Arrays.asList(1, 3, 5, 7, 8, 10, 12).contains(month) && (day < 1 || day > 31)) {
                return false;
            }
            if (Arrays.asList(4, 6, 9, 11).contains(month) && (day < 1 || day > 30)) {
                return false;
            }
            if (month == 2 && (day < 1 || day > 29)) {
                return false;
            }
            return true;
        } catch (Exception e) {
            return false;
        }
    }
}",human
