idx,code,label
886,"def avg(nums):
    sum, len = 0, len(nums)
    for n in nums:
        sum += int(n)
    return sum / len",lm
682,"def mul_list(nums1,nums2):
  result = map(lambda x, y: x * y, nums1, nums2)
  return list(result)",human
52,"def parallelogram_area(base, height):
    return base*height",lm
323,"def rearrange(arr):
    i=-1
    for j in range(len(arr)):
        if arr[j] < 0:
            i=i+1
            arr[i], arr[j] = arr[j], arr[i]
    pos = i+1
    neg = 0
    while(pos < len(arr) and neg < pos and arr[neg] < 0):
        arr[pos], arr[neg] = arr[neg], arr[pos]
        pos = pos+1
        neg = neg+2
    return arr",lm
376,"3
def remove_duplicates(test_tup, fill_val): 
  res = [] 
  seen = set() 
  for ele in test_tup: 
    if ele not in seen: 
      res.append(ele) 
      seen.add(ele) 
    else: 
      res.append(fill_val) 
  return (res)",lm
649,"def sum_of_range_in_list(list1, start_index, end_index):
    return sum(list1[start_index:end_index + 1])",lm
191,"def check_monthnumber(monthname3):
  if monthname3 ==""April"" or monthname3== ""June"" or monthname3== ""September"" or monthname3== ""November"":
    return True
  else:
    return False",human
688,"import cmath

def get_length_complex(complex_num):
    """"""Get the length of a complex number.""""""
    return abs(complex_num)",lm
231,"def max_sum(tri, n): 
	if n > 1: 
		tri[1][1] = tri[1][1]+tri[0][0] 
		tri[1][0] = tri[1][0]+tri[0][0] 
	for i in range(2, n): 
		tri[i][0] = tri[i][0] + tri[i-1][0] 
		tri[i][i] = tri[i][i] + tri[i-1][i-1] 
		for j in range(1, i): 
			if tri[i][j]+tri[i-1][j-1] >= tri[i][j]+tri[i-1][j]: 
				tri[i][j] = tri[i][j] + tri[i-1][j-1] 
			else: 
				tri[i][j] = tri[i][j]+tri[i-1][j] 
	return (max(tri[n-1]))",human
636,"def Check_Solution(a,b,c): 
    if (a == c): 
        return (""Yes""); 
    else: 
        return (""No""); ",human
869,"def remove_list_range(list1, leftrange, rigthrange):
   result = [i for i in list1 if (min(i)>=leftrange and max(i)<=rigthrange)]
   return result",human
657,"def findFirstDigit(n):
    if n >= 0:
        factorial = 1
        for i in range(2, n + 1):
            factorial *= i
        
        digit = str(factorial)
        firstDigit = digit[0]
        return firstDigit
    else:
        return -1",lm
590,"def polar_to_rect(polar):
    """"""Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
    """"""

    r, theta = polar
    x = r * math.cos(theta)
    y = r * math.sin(theta)
    return (x, y)",lm
656,"def minSum(A, B, n):
	# Sort both arrays
	A.sort()
	B.sort()
	ans = 0

	for i in range(n):
		ans += abs(A[i] - B[i])

	return ans",lm
453,"def sum_of_even_factors(n):
    sum = 0
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            if i % 2 == 0:
                sum += i
            if n // i != i and (n // i) % 2 == 0:
                sum += n // i
    return sum",lm
374,"def all_perms(s):
  if len(s) == 1:
    return [s]

  result = []

  for i in range(len(s)):
    for perm in all_perms(s[:i] + s[i+1:]):
      result.append(s[i] + perm)

  return result",lm
263,"def merge_dict(d1,d2):
 d = d1.copy()
 d.update(d2)
 return d",human
571,"def max_sum_pair_diff_lessthan_K(arr, N, K): 
	arr.sort() 
	dp = [0] * N 
	dp[0] = 0
	for i in range(1, N): 
		dp[i] = dp[i-1] 
		if (arr[i] - arr[i-1] < K): 
			if (i >= 2): 
				dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1]); 
			else: 
				dp[i] = max(dp[i], arr[i] + arr[i-1]); 
	return dp[N - 1]",human
412,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l",human
174,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result",human
827,"def sum_column(list1, C):
    result = sum(row[C] for row in list1)
    return result",human
